REF #,Actual_Gender,Model_Predictions,Model_Probabilities
807,MALE,MALE,0.9629862495141945
1671,MALE,MALE,0.9827604194721369
4033,FEMALE,FEMALE,0.3820317240004208
7181,MALE,MALE,0.9253613301482843
8279,MALE,MALE,0.9425683070103772
1559,MALE,MALE,0.9920767099922759
10248,FEMALE,FEMALE,0.3240173652301085
1576,MALE,MALE,0.9929550353067934
9537,FEMALE,FEMALE,0.20210574060138484
10318,FEMALE,MALE,0.5208524529051162
6943,MALE,MALE,0.7760108992754159
461,MALE,MALE,0.8538400594312309
518,MALE,MALE,0.9706763898528656
3511,FEMALE,FEMALE,0.3281328226730743
8841,MALE,MALE,0.7409057637090131
1836,MALE,MALE,0.994694163061234
11165,MALE,FEMALE,0.477708662047953
4054,MALE,MALE,0.6076563601904256
2786,MALE,MALE,0.9484528589531611
1223,MALE,MALE,0.7953704248423951
10742,FEMALE,FEMALE,0.3216175643994601
10594,FEMALE,FEMALE,0.2737740334109976
1340,MALE,MALE,0.9961748309790625
9726,MALE,MALE,0.5098750316545432
11461,MALE,MALE,0.6236335409019802
1981,MALE,MALE,0.9825940296042517
551,MALE,MALE,0.982745801918158
9249,FEMALE,FEMALE,0.40109781043040044
4056,FEMALE,FEMALE,0.3703076278110423
1580,MALE,MALE,0.9825669799652279
7275,MALE,MALE,0.907179313709588
6483,MALE,MALE,0.5805106016083181
532,MALE,MALE,0.9886979995043559
178,MALE,MALE,0.9390076551247262
7767,FEMALE,MALE,0.5604270161300807
6249,MALE,MALE,0.541634779683127
2991,MALE,MALE,0.8377793878561017
1868,MALE,MALE,0.9484726948340763
3146,MALE,MALE,0.9669729004969628
1480,MALE,MALE,0.9940832408717803
5096,MALE,MALE,0.5550740128339156
3220,MALE,MALE,0.9952262603824178
1285,MALE,MALE,0.9854748416283944
3567,MALE,MALE,0.9326914010155026
2718,MALE,MALE,0.9234912094387014
9722,MALE,MALE,0.7676072049619458
5957,MALE,MALE,0.8471802695233156
6639,MALE,MALE,0.5133657424388425
11652,MALE,MALE,0.5184374550743792
10671,MALE,MALE,0.5665439995957958
8621,FEMALE,FEMALE,0.1581892882223213
9843,MALE,MALE,0.5025765010852415
8149,FEMALE,FEMALE,0.2313320330759404
4153,MALE,MALE,0.6928858209652895
8509,MALE,MALE,0.7197255861069557
8286,MALE,MALE,0.8807013652679178
10761,FEMALE,FEMALE,0.308078448832412
11596,FEMALE,FEMALE,0.3696720849203817
10163,MALE,MALE,0.6216112967842186
4970,MALE,MALE,0.9185061551477305
7611,MALE,MALE,0.7656225082403467
3946,MALE,MALE,0.8785549704703063
2491,MALE,MALE,0.9461278394716582
11767,FEMALE,FEMALE,0.37533401207960937
8269,MALE,FEMALE,0.3637882006676523
2605,MALE,MALE,0.9081979670807224
11540,FEMALE,FEMALE,0.3889537958946883
7372,MALE,MALE,0.7915382748744184
641,FEMALE,FEMALE,0.30287676235413924
11790,MALE,MALE,0.5929120988503516
6189,FEMALE,MALE,0.5399935656037171
5104,MALE,MALE,0.7794856291177221
11459,FEMALE,FEMALE,0.4022754649167984
1474,FEMALE,FEMALE,0.3413077464953571
9079,MALE,MALE,0.6751338440030917
7770,FEMALE,FEMALE,0.256424859809054
6857,FEMALE,FEMALE,0.36311512080844366
11200,FEMALE,FEMALE,0.26592435177311213
3767,MALE,MALE,0.9775400179392324
1882,MALE,MALE,0.997241246014494
343,MALE,MALE,0.9605411334519545
10946,MALE,FEMALE,0.46086128060243325
7775,FEMALE,FEMALE,0.2408862031824053
11749,FEMALE,FEMALE,0.36986275362438
778,MALE,MALE,0.9949645842973102
950,MALE,MALE,0.9988632572431958
4314,FEMALE,FEMALE,0.4294239122028231
2923,MALE,MALE,0.8576172497669492
7232,MALE,MALE,0.5102944548837887
9081,MALE,FEMALE,0.4911388564411452
4286,FEMALE,FEMALE,0.3353362276043036
8190,MALE,MALE,0.717090898705882
7589,FEMALE,FEMALE,0.2828227448902515
11046,MALE,MALE,0.6817219804789475
5980,MALE,MALE,0.8689213904229244
2782,MALE,MALE,0.9777186437526173
7905,MALE,MALE,0.6651777361959341
11241,MALE,MALE,0.721901051271249
11487,MALE,MALE,0.5922472752097336
1708,MALE,MALE,0.9911014799856076
10179,MALE,MALE,0.5782813220016716
5068,MALE,MALE,0.7717192290087644
4127,FEMALE,FEMALE,0.3196177836047391
7540,FEMALE,FEMALE,0.2791664379667007
10755,FEMALE,FEMALE,0.28308748040094467
8441,MALE,MALE,0.5562424815795679
344,MALE,MALE,0.9474049696907906
9219,MALE,MALE,0.7523739996373496
9403,MALE,MALE,0.6581275321907347
11234,FEMALE,FEMALE,0.38692666313911145
5020,FEMALE,FEMALE,0.2722075881005293
11085,FEMALE,FEMALE,0.1986482497140196
2883,MALE,MALE,0.9679216661048897
4879,MALE,MALE,0.5392454753602756
1687,MALE,MALE,0.9962135719524121
2171,MALE,MALE,0.9820656663301703
3695,MALE,MALE,0.9495063878754095
4050,MALE,MALE,0.8230775839589609
9576,MALE,MALE,0.5644577762438296
1562,MALE,MALE,0.9980507765787984
8743,FEMALE,FEMALE,0.1543109770323455
7971,FEMALE,FEMALE,0.20213337926389624
4691,FEMALE,FEMALE,0.37689898256133536
10584,FEMALE,FEMALE,0.38892547161405916
6295,FEMALE,FEMALE,0.3878665512049166
9160,FEMALE,FEMALE,0.2267241338867665
6291,FEMALE,MALE,0.6786391021619805
10407,FEMALE,FEMALE,0.2762045724188998
6635,FEMALE,FEMALE,0.3682064860528616
10659,FEMALE,FEMALE,0.3987116606030291
10020,FEMALE,MALE,0.5099209752129146
4154,FEMALE,FEMALE,0.3298214548108414
435,MALE,MALE,0.9905887041949544
2038,MALE,MALE,0.9518855487337956
10035,MALE,MALE,0.7690125077942105
11353,MALE,MALE,0.6042158005575129
11416,FEMALE,FEMALE,0.4289808560459011
8820,MALE,MALE,0.7239942123272407
8041,FEMALE,FEMALE,0.26634468619502694
2940,MALE,MALE,0.9683063628170219
9156,MALE,MALE,0.624517089996017
7644,FEMALE,FEMALE,0.3199633330491297
3180,MALE,MALE,0.9204623835146386
5263,MALE,MALE,0.7191551930772313
6015,FEMALE,FEMALE,0.3185575496436704
8447,FEMALE,FEMALE,0.377285834432776
9278,FEMALE,FEMALE,0.29970301145464034
9970,FEMALE,FEMALE,0.37920234744057985
10999,FEMALE,FEMALE,0.3519469383064317
3431,MALE,MALE,0.9080653906647926
3300,MALE,MALE,0.9577264925793455
5551,MALE,MALE,0.9124487370781759
10084,FEMALE,FEMALE,0.37620264586785696
10558,FEMALE,FEMALE,0.3039321399751344
8690,FEMALE,FEMALE,0.19572626816157804
9621,MALE,MALE,0.5068555187432799
10772,FEMALE,FEMALE,0.30495668926099
4277,FEMALE,FEMALE,0.3517604389179947
11016,FEMALE,FEMALE,0.307132502832293
915,MALE,MALE,0.9688578101667723
8738,FEMALE,FEMALE,0.1947304797717167
10355,MALE,FEMALE,0.43675284918978863
9898,FEMALE,FEMALE,0.43883257338231174
8915,MALE,MALE,0.7448729099929574
8833,MALE,MALE,0.8884139892971106
397,MALE,MALE,0.9984463742276243
3026,FEMALE,FEMALE,0.3353449640276516
6822,MALE,MALE,0.8766978799807339
3640,MALE,MALE,0.8770593606089004
10317,MALE,MALE,0.5208524529051162
9376,FEMALE,FEMALE,0.49471716696609186
9123,MALE,FEMALE,0.424588230235951
9587,FEMALE,FEMALE,0.3458084182334265
1146,MALE,MALE,0.9573844437012944
10034,FEMALE,FEMALE,0.35253120254228326
10822,FEMALE,FEMALE,0.191838041721608
7780,FEMALE,FEMALE,0.20485586985689172
11757,FEMALE,FEMALE,0.20629398308005686
10951,FEMALE,FEMALE,0.2827775497574196
3075,MALE,MALE,0.8901066894580709
9501,FEMALE,FEMALE,0.1723585434448921
3815,MALE,MALE,0.9850572258866417
8087,MALE,MALE,0.6516440136464126
3443,MALE,MALE,0.8137522995460987
4886,MALE,MALE,0.5356243837985724
9303,FEMALE,FEMALE,0.25486483254810177
9774,FEMALE,FEMALE,0.478998795201786
1815,FEMALE,FEMALE,0.37921650913732946
8527,FEMALE,FEMALE,0.250589144829545
11322,MALE,MALE,0.6953305007089584
9087,FEMALE,FEMALE,0.19882147081996865
7641,MALE,FEMALE,0.43685688984210147
748,MALE,MALE,0.9756564747844024
7526,FEMALE,FEMALE,0.3526746228454359
7113,MALE,MALE,0.5329208989953103
840,MALE,MALE,0.9824299235637635
4972,FEMALE,FEMALE,0.29360618050667014
3246,MALE,MALE,0.9381064360681194
10067,FEMALE,FEMALE,0.34428439313697906
135,MALE,MALE,0.9797111465153779
10837,FEMALE,FEMALE,0.29836852647522855
4807,FEMALE,FEMALE,0.22489808477927734
4319,MALE,MALE,0.9332416796067982
3134,MALE,MALE,0.9951792867927199
11170,MALE,MALE,0.5443072342333107
3834,MALE,MALE,0.9651971716145573
4129,MALE,FEMALE,0.4753214835254475
11489,FEMALE,FEMALE,0.3392258219050175
2580,MALE,MALE,0.9286006510070817
4953,FEMALE,FEMALE,0.26758487331977254
9937,MALE,MALE,0.7548058489130001
2711,MALE,MALE,0.9910784873376706
5773,MALE,MALE,0.5897277474512044
7045,MALE,MALE,0.9491811947823863
8207,MALE,MALE,0.8902006040977607
2951,MALE,MALE,0.8877406108241794
7723,FEMALE,FEMALE,0.44160615517931645
868,MALE,MALE,0.9956657381160353
4698,MALE,FEMALE,0.4579195395662234
3930,MALE,MALE,0.6838855028329285
234,MALE,MALE,0.9592963252775754
7706,MALE,MALE,0.7861440494255315
766,MALE,MALE,0.9698690476190476
6460,FEMALE,FEMALE,0.3815721831904526
5214,MALE,MALE,0.6858031071577646
6706,FEMALE,FEMALE,0.331959140171857
7369,MALE,MALE,0.5344366243839602
2559,MALE,MALE,0.902712699010215
10459,FEMALE,FEMALE,0.30821152682609865
2864,MALE,MALE,0.8959637183482104
1182,MALE,MALE,0.996760504694467
2421,MALE,MALE,0.9563436073002791
1772,FEMALE,FEMALE,0.30946191030883385
2518,MALE,MALE,0.9676808442878211
8546,MALE,MALE,0.6053194183885868
7796,MALE,MALE,0.7070658737206611
4516,FEMALE,FEMALE,0.3300582808067706
833,MALE,MALE,0.9717368792340605
1797,MALE,MALE,0.9917459079508342
9724,FEMALE,FEMALE,0.24201969743701565
3267,MALE,MALE,0.9963406213837354
9995,MALE,MALE,0.6473697591033094
11166,FEMALE,FEMALE,0.4579467572860482
10076,FEMALE,FEMALE,0.37436052261081093
11688,MALE,MALE,0.6353979846492613
6283,MALE,MALE,0.5481098091635667
5986,MALE,MALE,0.6401043163400264
4258,FEMALE,FEMALE,0.3718455908864778
3325,MALE,MALE,0.8845683659460473
9583,FEMALE,FEMALE,0.21785260799884884
10012,MALE,MALE,0.8164857346519259
3916,MALE,MALE,0.9404204011736788
10561,FEMALE,FEMALE,0.29273490809712005
1972,MALE,MALE,0.9984485038515255
731,MALE,MALE,0.9892470572731163
9833,FEMALE,FEMALE,0.4119454736205803
7264,FEMALE,MALE,0.585434957203261
35,MALE,MALE,0.8102193263987519
1192,MALE,MALE,0.9807083289680802
8542,MALE,MALE,0.85482729686237
6463,FEMALE,FEMALE,0.323979250805387
10157,MALE,MALE,0.6199379109715933
6616,MALE,MALE,0.9184263769695111
4952,FEMALE,FEMALE,0.21208850186067188
3512,FEMALE,MALE,0.5889219694775489
6668,FEMALE,MALE,0.6104988719163588
1737,MALE,MALE,0.9949973903578233
11139,FEMALE,FEMALE,0.4444458129496337
7220,FEMALE,MALE,0.5591233428391824
3919,FEMALE,FEMALE,0.389831302241248
2147,MALE,MALE,0.9853887930727552
1336,MALE,MALE,0.9943870996603477
2453,FEMALE,MALE,0.5128972887274346
2349,MALE,MALE,0.9835515730852147
3282,MALE,MALE,0.9529092305385474
8331,MALE,MALE,0.895697424667055
10098,MALE,MALE,0.694196334301105
2760,MALE,MALE,0.9861706745747828
7996,FEMALE,FEMALE,0.1813814965425754
2394,MALE,MALE,0.9867395043533446
2747,MALE,MALE,0.9083382638174963
9317,FEMALE,FEMALE,0.1913369773280837
11732,FEMALE,FEMALE,0.43129944413978377
8407,MALE,MALE,0.8056696692530371
9513,MALE,MALE,0.5976924766588366
10192,FEMALE,FEMALE,0.3029824083697331
11876,FEMALE,FEMALE,0.31398192616294446
1103,MALE,MALE,0.9958865130635853
6440,MALE,MALE,0.9511315876128298
10151,MALE,MALE,0.731136462691557
3688,MALE,MALE,0.7563381044873099
1662,MALE,MALE,0.9980353249691484
291,MALE,MALE,0.9512909272343778
11606,MALE,MALE,0.6340800654170118
232,MALE,MALE,0.9974063037733748
4627,FEMALE,FEMALE,0.3366253862354528
2489,MALE,MALE,0.9434421709465678
2871,MALE,MALE,0.8975341493161855
8495,FEMALE,FEMALE,0.3681823763660466
4714,MALE,MALE,0.8513022830119624
8819,FEMALE,FEMALE,0.43727479038245354
9841,FEMALE,FEMALE,0.32443164281650794
8325,FEMALE,FEMALE,0.2908223063960381
3978,MALE,MALE,0.8671911150447188
7963,FEMALE,FEMALE,0.4529995202788461
11696,MALE,MALE,0.5782139737067424
9456,MALE,MALE,0.7890842188725675
8538,FEMALE,FEMALE,0.17862908844141426
8811,FEMALE,FEMALE,0.23503586308148133
6495,MALE,MALE,0.5894287426031
4350,MALE,MALE,0.8700159703690068
7866,FEMALE,MALE,0.5962628434176308
3821,MALE,MALE,0.9545964839144675
3215,MALE,MALE,0.9814814828803261
8705,FEMALE,FEMALE,0.16239999984470846
5195,MALE,MALE,0.7380885096256862
7696,MALE,MALE,0.819862922210485
8582,FEMALE,FEMALE,0.4958639246502798
9486,MALE,MALE,0.7205532360953371
9363,MALE,MALE,0.6354844207782461
5082,MALE,MALE,0.9328743489091808
4372,MALE,MALE,0.8244312804320053
9698,FEMALE,FEMALE,0.34898122827541656
196,MALE,MALE,0.9877848258706469
4340,MALE,MALE,0.9376437338915984
3115,MALE,MALE,0.9026680469960442
5167,MALE,MALE,0.5472864619016593
9475,FEMALE,FEMALE,0.26101630321387587
7047,FEMALE,FEMALE,0.27074811267221127
2850,MALE,MALE,0.9176488470179671
329,MALE,MALE,0.9981001411859621
11859,MALE,MALE,0.6245985630300397
10014,MALE,MALE,0.5118240817420885
3756,MALE,MALE,0.6887578190922982
34,MALE,MALE,0.9991912972085386
10052,FEMALE,FEMALE,0.3904340512090144
8291,FEMALE,FEMALE,0.36501889862013365
534,MALE,MALE,0.9285670520020353
6028,FEMALE,FEMALE,0.4355630057820967
1544,MALE,MALE,0.9429917327851453
7686,MALE,MALE,0.8280621490440478
1040,MALE,MALE,0.9817142407732029
8727,MALE,MALE,0.8005345141085738
8116,FEMALE,MALE,0.5428628530665951
2376,MALE,MALE,0.9765541640194414
5507,FEMALE,FEMALE,0.4281991198392224
5756,MALE,MALE,0.8597871726481787
9422,FEMALE,FEMALE,0.2811587264292345
3036,MALE,MALE,0.8712911140002064
2252,MALE,MALE,0.9786547100576116
5737,FEMALE,FEMALE,0.49897315838396394
3664,MALE,MALE,0.9155282111263822
8229,FEMALE,FEMALE,0.29998855786009415
3432,MALE,MALE,0.9956096913305547
170,FEMALE,FEMALE,0.2369408307877456
5661,MALE,MALE,0.8968892591022317
7074,FEMALE,FEMALE,0.2681192197614794
7705,FEMALE,MALE,0.6159330904425445
7301,FEMALE,FEMALE,0.37815047020301124
764,MALE,MALE,0.982937224254075
11563,FEMALE,FEMALE,0.19993168514109003
43,FEMALE,FEMALE,0.3768146179625308
785,MALE,MALE,0.9987576551247261
3028,MALE,MALE,0.9922637479770319
881,MALE,MALE,0.9942313393352523
4490,MALE,MALE,0.6159841739726178
798,MALE,MALE,0.9659382886055021
7636,MALE,MALE,0.9200746581526389
5543,MALE,MALE,0.9441043054552419
2298,MALE,MALE,0.880447097945342
11201,MALE,FEMALE,0.46609864989600713
10406,FEMALE,FEMALE,0.2785689685777924
6002,MALE,MALE,0.8951035193520857
10683,MALE,FEMALE,0.42796416656731057
10122,MALE,MALE,0.5160968900629633
8450,FEMALE,FEMALE,0.21237266004235672
6573,FEMALE,FEMALE,0.33417054098826654
7292,FEMALE,FEMALE,0.3376620418460614
2856,MALE,MALE,0.9323159324679738
2018,MALE,MALE,0.9512448316710611
3591,MALE,MALE,0.7540263489750201
1470,MALE,MALE,0.9861887701959791
9492,FEMALE,FEMALE,0.14416705088713372
2549,MALE,MALE,0.9592685239928521
11544,FEMALE,FEMALE,0.26373985910746695
8145,MALE,MALE,0.8204287010852522
4887,MALE,FEMALE,0.44745875921120887
8453,MALE,MALE,0.7554778959932554
6401,FEMALE,MALE,0.5309024184267889
8001,MALE,MALE,0.8962838778453187
6320,MALE,FEMALE,0.4452713493401271
9615,FEMALE,FEMALE,0.3036087792010413
6994,FEMALE,MALE,0.5688087891014291
8051,MALE,MALE,0.9366961523197651
1519,MALE,MALE,0.8939218616494342
3878,FEMALE,FEMALE,0.48762326212062745
5026,MALE,FEMALE,0.468330372371168
10906,FEMALE,FEMALE,0.37097429706043406
6725,FEMALE,FEMALE,0.35582395520598775
5305,MALE,MALE,0.6972535565381364
11629,FEMALE,FEMALE,0.3465581452058955
5395,MALE,MALE,0.7172298670776135
9506,FEMALE,FEMALE,0.24068912791290992
2244,MALE,MALE,0.9953767613098298
3061,MALE,MALE,0.9185880404550963
6153,FEMALE,FEMALE,0.48264240086892024
6027,FEMALE,FEMALE,0.4286516098863029
7098,MALE,MALE,0.9089612425644171
4192,FEMALE,FEMALE,0.35874592035144787
3392,FEMALE,FEMALE,0.37118020498861154
4510,FEMALE,FEMALE,0.4566156167474444
6010,FEMALE,FEMALE,0.2790885753175088
4837,MALE,MALE,0.7592589567601021
1345,MALE,MALE,0.9924188127987513
6164,MALE,MALE,0.677831863017755
5431,FEMALE,FEMALE,0.38533508138860206
6014,MALE,MALE,0.6531219846536032
8859,MALE,MALE,0.8807656850227518
2230,MALE,MALE,0.974078201729419
4546,MALE,MALE,0.975508604697304
5931,FEMALE,FEMALE,0.3121612338319165
7887,FEMALE,FEMALE,0.20001218764862166
4034,FEMALE,FEMALE,0.4185838880187523
5011,FEMALE,FEMALE,0.19990391567897856
3225,FEMALE,FEMALE,0.3911611965016046
91,MALE,MALE,0.9819593435231861
1172,MALE,MALE,0.959889226835397
9725,FEMALE,FEMALE,0.2840983442959364
8662,MALE,FEMALE,0.4132747853509542
4884,MALE,MALE,0.6490457756032524
10515,FEMALE,FEMALE,0.2816339192040848
7154,FEMALE,FEMALE,0.3836800937843153
10148,MALE,MALE,0.722806765264068
10280,FEMALE,FEMALE,0.413281891535797
3702,FEMALE,MALE,0.522416830919583
6255,MALE,MALE,0.8671854553249525
6632,MALE,MALE,0.5414523506863665
10048,FEMALE,FEMALE,0.40606033174762723
7280,MALE,MALE,0.6072205980260721
7614,MALE,MALE,0.768273186139092
8327,MALE,MALE,0.9351718988837469
6211,FEMALE,FEMALE,0.251380597231732
5533,MALE,MALE,0.9430203394701441
4805,FEMALE,FEMALE,0.33405703709372636
1564,MALE,MALE,0.9984079194359411
2927,MALE,MALE,0.8848213463538391
2720,MALE,MALE,0.8565435098047469
2706,MALE,MALE,0.9328986162664745
10862,FEMALE,FEMALE,0.3145996502272574
3062,MALE,MALE,0.990597955010414
1710,FEMALE,FEMALE,0.2865636724985914
4415,MALE,MALE,0.672835839010573
363,MALE,MALE,0.9830541435821653
8231,MALE,MALE,0.9074477905645056
3800,MALE,MALE,0.9862362123233297
8826,FEMALE,FEMALE,0.1839664790300407
8342,MALE,MALE,0.8865854561270565
7821,FEMALE,FEMALE,0.37498105666638876
6656,MALE,MALE,0.9214068985784972
3738,MALE,MALE,0.9775077173847438
544,MALE,MALE,0.9510773880031546
10301,MALE,FEMALE,0.43275395332189925
7122,FEMALE,FEMALE,0.31030435561454517
5166,MALE,MALE,0.6179836352979392
11914,FEMALE,FEMALE,0.3344820184568586
6094,MALE,MALE,0.8462416865890426
7238,MALE,MALE,0.9053522927852736
3626,MALE,MALE,0.8597204867943908
6625,MALE,MALE,0.8248692580266365
2447,MALE,MALE,0.9719462634207068
49,MALE,MALE,0.9151904761904762
4920,FEMALE,FEMALE,0.29725754953265077
6717,FEMALE,FEMALE,0.40102771089908423
619,MALE,MALE,0.9467397403115255
5430,MALE,MALE,0.7374114416264119
2754,MALE,MALE,0.8864206325686957
10968,MALE,MALE,0.7353656410225259
1153,MALE,MALE,0.9541791763917454
7367,MALE,MALE,0.5240747331585142
72,MALE,MALE,0.9453532154639019
10546,FEMALE,FEMALE,0.2656918390321346
4416,MALE,MALE,0.914598936667062
9809,MALE,MALE,0.6264039622311579
10040,FEMALE,FEMALE,0.44731088642161365
10744,FEMALE,FEMALE,0.3265704549952174
4549,FEMALE,FEMALE,0.29432226463876654
10633,MALE,MALE,0.5853442711049266
440,MALE,MALE,0.998287726904798
7825,FEMALE,FEMALE,0.2476889598122648
1477,MALE,MALE,0.9916179062772892
8243,FEMALE,FEMALE,0.4961533762037529
5590,MALE,MALE,0.7881478578907888
3588,FEMALE,MALE,0.5543398530286665
2775,MALE,MALE,0.8996340148009767
10203,MALE,FEMALE,0.4396910264892041
5917,FEMALE,FEMALE,0.43206793130271215
5490,MALE,MALE,0.8315642906744611
446,MALE,MALE,0.9883155421197736
2029,MALE,MALE,0.9866505983415895
11663,FEMALE,FEMALE,0.3486070043271131
3011,MALE,MALE,0.9230864509163965
6957,FEMALE,FEMALE,0.26690413571896476
2613,FEMALE,MALE,0.6295651200235688
3993,MALE,MALE,0.635932843989372
1729,MALE,MALE,0.9848912901610736
5222,FEMALE,FEMALE,0.27679147977977797
10383,MALE,MALE,0.6814677026056464
11075,FEMALE,FEMALE,0.3920772743499515
8986,FEMALE,FEMALE,0.3198413850465824
3073,MALE,MALE,0.9970098354139436
10586,MALE,MALE,0.560323826205571
10925,FEMALE,FEMALE,0.29484400686323853
9876,FEMALE,FEMALE,0.4928325163198263
560,MALE,MALE,0.9895830565359843
10507,FEMALE,FEMALE,0.2770087385964259
8618,MALE,MALE,0.6934171830723362
9453,MALE,MALE,0.8044693533278159
527,MALE,MALE,0.9904404678858265
1082,MALE,MALE,0.9848470622001418
6503,MALE,MALE,0.8033443323925461
8779,MALE,MALE,0.7780177177011738
687,MALE,MALE,0.9869790614788131
67,MALE,MALE,0.998524630541872
2998,MALE,MALE,0.9665677172866306
9252,MALE,MALE,0.6355031857191717
362,MALE,MALE,0.9781476544518857
6395,FEMALE,FEMALE,0.36795775153986443
4011,FEMALE,FEMALE,0.3172144596623926
8350,FEMALE,MALE,0.7331838591493685
6017,MALE,MALE,0.7092029974921986
8252,FEMALE,MALE,0.5623806451448494
4654,MALE,MALE,0.6407622467079318
7477,MALE,MALE,0.767150108862652
4600,MALE,MALE,0.6811044851312967
11053,FEMALE,FEMALE,0.4608610857645425
1254,FEMALE,FEMALE,0.28820477767232267
1709,MALE,MALE,0.9642436554649555
9414,FEMALE,FEMALE,0.3876717334425151
6078,MALE,FEMALE,0.4744105711856199
8812,FEMALE,FEMALE,0.24985771595279427
9499,FEMALE,FEMALE,0.36960060207448286
1318,MALE,MALE,0.9972135461055811
1777,MALE,MALE,0.9694265807409347
1584,MALE,MALE,0.9964014352308977
8548,FEMALE,FEMALE,0.19963305556470767
9943,MALE,MALE,0.7006250963736158
10575,MALE,MALE,0.6433791551257699
4189,FEMALE,FEMALE,0.3769254185658756
10712,MALE,FEMALE,0.39258365295325526
8683,FEMALE,FEMALE,0.24734478837834778
7010,MALE,MALE,0.7606495488365281
5771,MALE,MALE,0.6882978993790374
11437,MALE,MALE,0.5017582113454163
5028,FEMALE,MALE,0.5028975979799353
6823,MALE,MALE,0.6053507677862116
892,MALE,MALE,0.9763407982045277
10733,FEMALE,FEMALE,0.29351308139598536
11262,MALE,MALE,0.5305675188867559
9622,MALE,FEMALE,0.4948983254444457
10370,FEMALE,FEMALE,0.3265935330870282
753,MALE,MALE,0.991307213489159
1064,MALE,MALE,0.9956377301125068
3385,MALE,MALE,0.7826427572950628
8108,MALE,MALE,0.9406931832032143
9656,MALE,MALE,0.5665143221959001
9553,MALE,MALE,0.5630023800876949
6071,FEMALE,FEMALE,0.397956726548273
8656,FEMALE,MALE,0.5525200259547376
11785,FEMALE,FEMALE,0.29247780257640843
4734,FEMALE,FEMALE,0.1856087290169225
4293,FEMALE,FEMALE,0.48792913045537867
2828,MALE,MALE,0.9619135573546225
10563,FEMALE,FEMALE,0.3223528070824709
1170,MALE,MALE,0.9979796922529403
9608,FEMALE,FEMALE,0.2026713407539447
3463,MALE,MALE,0.9117274249654272
7842,FEMALE,MALE,0.5230818378501053
1036,MALE,MALE,0.9623170245612946
6680,MALE,FEMALE,0.3865517026769015
8678,FEMALE,FEMALE,0.19484019705598107
2972,MALE,MALE,0.9122200408546745
8552,FEMALE,FEMALE,0.48556003401395537
1033,MALE,MALE,0.9639764610550843
10200,MALE,MALE,0.619715475741706
8801,MALE,MALE,0.7784472507509683
84,MALE,MALE,0.7962197595197595
5752,MALE,MALE,0.7614075635729429
3630,FEMALE,FEMALE,0.25519044169030675
9419,FEMALE,MALE,0.5017584064531962
7167,FEMALE,FEMALE,0.2684540116151895
990,MALE,MALE,0.9616747463135141
2266,MALE,MALE,0.9847158719439577
4707,FEMALE,FEMALE,0.3272009404909456
368,MALE,MALE,0.9646318573654115
8451,MALE,MALE,0.8983171415839177
